('jvx (framework)', 'browser game', {'weight': 0.6})
('jruby', 'java (programming language)', {'weight': 0.6})
('jruby', 'open platform', {'weight': 0.6})
('jruby', 'news ticker', {'weight': 0.6})
('jruby', 'citeseer', {'weight': 0.6})
('jruby', 'unix', {'weight': 0.6})
('jruby', 'swf', {'weight': 0.6})
('jruby', 'html', {'weight': 0.6})
('jruby', 'button (computing)', {'weight': 0.6})
('jruby', 'mac os', {'weight': 0.6})
('jruby', 'bookmarklet', {'weight': 0.6})
('jruby', 'microsoft windows', {'weight': 0.6})
('jruby', 'java applet', {'weight': 0.6})
('jruby', 'ruby (programming language)', {'weight': 0.5})
('jruby', 'cortado (software)', {'weight': 0.6})
('jruby', 'da vinci machine', {'weight': 0.7})
('jruby', 'windows media player', {'weight': 0.6})
('jruby', 'quicktime', {'weight': 0.6})
('jruby', 'command-line interface', {'weight': 0.6})
('jruby', 'software using the eclipse license', {'weight': 0.5})
('jruby', 'scripting languages', {'weight': 0.5})
('jruby', 'application (computing)', {'weight': 0.6})
('jruby', 'widget engine', {'weight': 0.6})
('jruby', 'plug-in (computing)', {'weight': 0.6})
('jruby', 'free software portal', {'weight': 0.7})
('jruby', 'jvm programming languages', {'weight': 0.5})
('jruby', 'wyswyg', {'weight': 0.6})
('jruby', 'java virtual machine', {'weight': 0.6})
('jruby', 'abstract window toolkit', {'weight': 0.6})
('jruby', '3d modeling', {'weight': 0.6})
('jruby', 'container (data structure)', {'weight': 0.6})
('jruby', 'object-oriented programming languages', {'weight': 0.5})
('jruby', 'web browser', {'weight': 0.6})
('jruby', 'embedded system', {'weight': 0.6})
('jruby', 'web page', {'weight': 0.6})
('jruby', 'program (computing)', {'weight': 0.6})
('jruby', 'application posture', {'weight': 0.6})
('jruby', 'mouse (computing)', {'weight': 0.6})
('unix', 'operating system families', {'weight': 0.5})
('unix', 'browser game', {'weight': 0.6})
('unix', 'code', {'weight': 0.6})
('unix', 'computing', {'weight': 0.6})
('unix', 'linux', {'weight': 0.6})
('unix', 'comparison of operating systems', {'weight': 0.7})
('unix', 'wysiwyg', {'weight': 0.6})
('unix', 'check box', {'weight': 0.6})
('unix', 'bytecode', {'weight': 0.6})
('unix', 'list of unix utilities', {'weight': 0.7})
('unix', 'java servlet', {'weight': 0.6})
('unix', 'internet explorer', {'weight': 0.6})
('unix', 'html element', {'weight': 0.6})
('unix', 'java (programming language)', {'weight': 0.6})
('unix', 'open platform', {'weight': 0.6})
('unix', 'java virtual machine', {'weight': 0.6})
('unix', 'list of operating systems', {'weight': 0.7})
('unix', 'market share of operating systems', {'weight': 0.7})
('unix', 'citeseer', {'weight': 0.6})
('unix', 'unix', {'weight': 1})
('unix', 'plan 9 from bell labs', {'weight': 0.7})
('unix', 'swf', {'weight': 0.6})
('unix', 'html', {'weight': 0.6})
('unix', 'button (computing)', {'weight': 0.6})
('unix', 'mac os', {'weight': 0.6})
('unix', 'bookmarklet', {'weight': 0.6})
('unix', 'unix time', {'weight': 0.7})
('unix', 'microsoft windows', {'weight': 0.6})
('unix', 'java applet', {'weight': 0.6})
('unix', 'list of unix systems', {'weight': 0.7})
('unix', 'comparison of open source and closed source', {'weight': 0.7})
('unix', 'cortado (software)', {'weight': 0.6})
('unix', '1969 software', {'weight': 0.5})
('unix', 'windows media player', {'weight': 0.6})
('unix', 'quicktime', {'weight': 0.6})
('unix', 'command-line interface', {'weight': 0.6})
('unix', 'time-sharing operating systems', {'weight': 0.5})
('unix', 'application (computing)', {'weight': 0.6})
('unix', 'widget engine', {'weight': 0.6})
('unix', 'plug-in (computing)', {'weight': 0.6})
('unix', 'news ticker', {'weight': 0.6})
('unix', 'wyswyg', {'weight': 0.6})
('unix', '3d modeling', {'weight': 0.6})
('unix', 'container (data structure)', {'weight': 0.6})
('unix', 'operating systems timeline', {'weight': 0.7})
('unix', 'abstract window toolkit', {'weight': 0.6})
('unix', 'year 2038 problem', {'weight': 0.7})
('unix', 'web browser', {'weight': 0.6})
('unix', 'embedded system', {'weight': 0.6})
('unix', 'web page', {'weight': 0.6})
('unix', 'program (computing)', {'weight': 0.6})
('unix', 'application posture', {'weight': 0.6})
('unix', 'mouse (computing)', {'weight': 0.6})
('cross-platform', 'browser game', {'weight': 0.6})
('cross-platform', 'code', {'weight': 0.6})
('cross-platform', 'computing', {'weight': 0.6})
('cross-platform', 'linux', {'weight': 0.6})
('cross-platform', 'computing platforms', {'weight': 0.5})
('cross-platform', 'wysiwyg', {'weight': 0.6})
('cross-platform', 'check box', {'weight': 0.6})
('cross-platform', 'bytecode', {'weight': 0.6})
('cross-platform', 'java servlet', {'weight': 0.6})
('cross-platform', 'internet explorer', {'weight': 0.6})
('cross-platform', 'html element', {'weight': 0.6})
('cross-platform', 'java (programming language)', {'weight': 0.6})
('cross-platform', 'open platform', {'weight': 0.6})
('cross-platform', 'java virtual machine', {'weight': 0.6})
('cross-platform', 'citeseer', {'weight': 0.6})
('cross-platform', 'unix', {'weight': 0.6})
('cross-platform', 'swf', {'weight': 0.6})
('cross-platform', 'html', {'weight': 0.6})
('cross-platform', 'button (computing)', {'weight': 0.6})
('cross-platform', 'mac os', {'weight': 0.6})
('cross-platform', 'bookmarklet', {'weight': 0.6})
('cross-platform', 'microsoft windows', {'weight': 0.6})
('cross-platform', 'java applet', {'weight': 0.6})
('cross-platform', 'cortado (software)', {'weight': 0.6})
('cross-platform', 'windows media player', {'weight': 0.6})
('cross-platform', 'quicktime', {'weight': 0.6})
('cross-platform', 'transcompiler', {'weight': 0.7})
('cross-platform', 'command-line interface', {'weight': 0.6})
('cross-platform', 'platform virtualization', {'weight': 0.7})
('cross-platform', 'list of widget toolkits', {'weight': 0.7})
('cross-platform', 'application (computing)', {'weight': 0.6})
('cross-platform', 'widget engine', {'weight': 0.6})
('cross-platform', 'plug-in (computing)', {'weight': 0.6})
('cross-platform', 'news ticker', {'weight': 0.6})
('cross-platform', 'wyswyg', {'weight': 0.6})
('cross-platform', 'binary code compatibility', {'weight': 0.7})
('cross-platform', '3d modeling', {'weight': 0.6})
('cross-platform', 'container (data structure)', {'weight': 0.6})
('cross-platform', 'abstract window toolkit', {'weight': 0.6})
('cross-platform', 'language binding', {'weight': 0.7})
('cross-platform', 'java (software platform)', {'weight': 0.7})
('cross-platform', 'web browser', {'weight': 0.6})
('cross-platform', 'embedded system', {'weight': 0.6})
('cross-platform', 'web page', {'weight': 0.6})
('cross-platform', 'program (computing)', {'weight': 0.6})
('cross-platform', 'application posture', {'weight': 0.6})
('cross-platform', 'mouse (computing)', {'weight': 0.6})
('java servlet', 'browser game', {'weight': 0.6})
('java servlet', 'code', {'weight': 0.6})
('java servlet', 'computing', {'weight': 0.6})
('java servlet', 'linux', {'weight': 0.6})
('java servlet', 'wysiwyg', {'weight': 0.6})
('java servlet', 'java specification requests', {'weight': 0.5})
('java servlet', 'check box', {'weight': 0.6})
('java servlet', 'bytecode', {'weight': 0.6})
('java servlet', 'java servlet', {'weight': 1})
('java servlet', 'internet explorer', {'weight': 0.6})
('java servlet', 'html element', {'weight': 0.6})
('java servlet', 'java (programming language)', {'weight': 0.6})
('java servlet', 'open platform', {'weight': 0.6})
('java servlet', 'java virtual machine', {'weight': 0.6})
('java servlet', 'citeseer', {'weight': 0.6})
('java servlet', 'unix', {'weight': 0.6})
('java servlet', 'swf', {'weight': 0.6})
('java servlet', 'html', {'weight': 0.6})
('java servlet', 'button (computing)', {'weight': 0.6})
('java servlet', 'mac os', {'weight': 0.6})
('java servlet', 'bookmarklet', {'weight': 0.6})
('java servlet', 'microsoft windows', {'weight': 0.6})
('java servlet', 'java applet', {'weight': 0.6})
('java servlet', 'cortado (software)', {'weight': 0.6})
('java servlet', 'windows media player', {'weight': 0.6})
('java servlet', 'quicktime', {'weight': 0.6})
('java servlet', 'command-line interface', {'weight': 0.6})
('java servlet', 'application (computing)', {'weight': 0.6})
('java servlet', 'widget engine', {'weight': 0.6})
('java servlet', 'plug-in (computing)', {'weight': 0.6})
('java servlet', 'news ticker', {'weight': 0.6})
('java servlet', 'wyswyg', {'weight': 0.6})
('java servlet', '3d modeling', {'weight': 0.6})
('java servlet', 'container (data structure)', {'weight': 0.6})
('java servlet', 'abstract window toolkit', {'weight': 0.6})
('java servlet', 'java platform', {'weight': 0.5})
('java servlet', 'web browser', {'weight': 0.6})
('java servlet', 'embedded system', {'weight': 0.6})
('java servlet', 'web page', {'weight': 0.6})
('java servlet', 'program (computing)', {'weight': 0.6})
('java servlet', 'application posture', {'weight': 0.6})
('java servlet', 'java enterprise platform', {'weight': 0.5})
('java servlet', 'mouse (computing)', {'weight': 0.6})
('squawk virtual machine', 'browser game', {'weight': 0.6})
('squawk virtual machine', 'code', {'weight': 0.6})
('squawk virtual machine', 'computing', {'weight': 0.6})
('squawk virtual machine', 'linux', {'weight': 0.6})
('squawk virtual machine', 'wysiwyg', {'weight': 0.6})
('squawk virtual machine', 'check box', {'weight': 0.6})
('squawk virtual machine', 'bytecode', {'weight': 0.6})
('squawk virtual machine', 'java servlet', {'weight': 0.6})
('squawk virtual machine', 'internet explorer', {'weight': 0.6})
('squawk virtual machine', 'html element', {'weight': 0.6})
('squawk virtual machine', 'java (programming language)', {'weight': 0.6})
('squawk virtual machine', 'open platform', {'weight': 0.6})
('squawk virtual machine', 'java virtual machine', {'weight': 0.6})
('squawk virtual machine', 'citeseer', {'weight': 0.6})
('squawk virtual machine', 'unix', {'weight': 0.6})
('squawk virtual machine', 'swf', {'weight': 0.6})
('squawk virtual machine', 'html', {'weight': 0.6})
('squawk virtual machine', 'button (computing)', {'weight': 0.6})
('squawk virtual machine', 'mac os', {'weight': 0.6})
('squawk virtual machine', 'bookmarklet', {'weight': 0.6})
('squawk virtual machine', 'windows media player', {'weight': 0.6})
('squawk virtual machine', 'java applet', {'weight': 0.6})
('squawk virtual machine', 'cortado (software)', {'weight': 0.6})
('squawk virtual machine', 'sun microsystems software', {'weight': 0.5})
('squawk virtual machine', 'quicktime', {'weight': 0.6})
('squawk virtual machine', 'microsoft windows', {'weight': 0.6})
('squawk virtual machine', 'command-line interface', {'weight': 0.6})
('squawk virtual machine', 'application (computing)', {'weight': 0.6})
('squawk virtual machine', 'widget engine', {'weight': 0.6})
('squawk virtual machine', 'plug-in (computing)', {'weight': 0.6})
('squawk virtual machine', 'news ticker', {'weight': 0.6})
('squawk virtual machine', 'wyswyg', {'weight': 0.6})
('squawk virtual machine', '3d modeling', {'weight': 0.6})
('squawk virtual machine', 'container (data structure)', {'weight': 0.6})
('squawk virtual machine', 'abstract window toolkit', {'weight': 0.6})
('squawk virtual machine', 'web browser', {'weight': 0.6})
('squawk virtual machine', 'embedded system', {'weight': 0.6})
('squawk virtual machine', 'web page', {'weight': 0.6})
('squawk virtual machine', 'program (computing)', {'weight': 0.6})
('squawk virtual machine', 'application posture', {'weight': 0.6})
('squawk virtual machine', 'mouse (computing)', {'weight': 0.6})
('maxine virtual machine', 'browser game', {'weight': 0.6})
('maxine virtual machine', 'code', {'weight': 0.6})
('maxine virtual machine', 'computing', {'weight': 0.6})
('maxine virtual machine', 'linux', {'weight': 0.6})
('maxine virtual machine', 'wysiwyg', {'weight': 0.6})
('maxine virtual machine', 'check box', {'weight': 0.6})
('maxine virtual machine', 'bytecode', {'weight': 0.6})
('maxine virtual machine', 'java servlet', {'weight': 0.6})
('maxine virtual machine', 'internet explorer', {'weight': 0.6})
('maxine virtual machine', 'html element', {'weight': 0.6})
('maxine virtual machine', 'java (programming language)', {'weight': 0.6})
('maxine virtual machine', 'open platform', {'weight': 0.6})
('maxine virtual machine', 'java virtual machine', {'weight': 0.6})
('maxine virtual machine', 'citeseer', {'weight': 0.6})
('maxine virtual machine', 'unix', {'weight': 0.6})
('maxine virtual machine', 'swf', {'weight': 0.6})
('maxine virtual machine', 'html', {'weight': 0.6})
('maxine virtual machine', 'button (computing)', {'weight': 0.6})
('maxine virtual machine', 'mac os', {'weight': 0.6})
('maxine virtual machine', 'bookmarklet', {'weight': 0.6})
('maxine virtual machine', 'microsoft windows', {'weight': 0.6})
('maxine virtual machine', 'java applet', {'weight': 0.6})
('maxine virtual machine', 'cortado (software)', {'weight': 0.6})
('maxine virtual machine', 'windows media player', {'weight': 0.6})
('maxine virtual machine', 'quicktime', {'weight': 0.6})
('maxine virtual machine', 'command-line interface', {'weight': 0.6})
('maxine virtual machine', 'application (computing)', {'weight': 0.6})
('maxine virtual machine', 'widget engine', {'weight': 0.6})
('maxine virtual machine', 'plug-in (computing)', {'weight': 0.6})
('maxine virtual machine', 'news ticker', {'weight': 0.6})
('maxine virtual machine', 'wyswyg', {'weight': 0.6})
('maxine virtual machine', '3d modeling', {'weight': 0.6})
('maxine virtual machine', 'container (data structure)', {'weight': 0.6})
('maxine virtual machine', 'abstract window toolkit', {'weight': 0.6})
('maxine virtual machine', 'web browser', {'weight': 0.6})
('maxine virtual machine', 'embedded system', {'weight': 0.6})
('maxine virtual machine', 'web page', {'weight': 0.6})
('maxine virtual machine', 'program (computing)', {'weight': 0.6})
('maxine virtual machine', 'application posture', {'weight': 0.6})
('maxine virtual machine', 'mouse (computing)', {'weight': 0.6})
('integrated development environment', 'browser game', {'weight': 0.6})
('integrated development environment', 'code', {'weight': 0.6})
('integrated development environment', 'build automation', {'weight': 0.7})
('integrated development environment', 'computing', {'weight': 0.6})
('integrated development environment', 'linux', {'weight': 0.6})
('integrated development environment', 'multiple document interface#ide-style interface', {'weight': 0.7})
('integrated development environment', 'wysiwyg', {'weight': 0.6})
('integrated development environment', 'read\xe2\x80\x93eval\xe2\x80\x93print loop', {'weight': 0.7})
('integrated development environment', 'check box', {'weight': 0.6})
('integrated development environment', 'bytecode', {'weight': 0.6})
('integrated development environment', 'java servlet', {'weight': 0.6})
('integrated development environment', 'internet explorer', {'weight': 0.6})
('integrated development environment', 'html element', {'weight': 0.6})
('integrated development environment', 'java (programming language)', {'weight': 0.6})
('integrated development environment', 'open platform', {'weight': 0.6})
('integrated development environment', 'java virtual machine', {'weight': 0.6})
('integrated development environment', 'gnavi', {'weight': 0.7})
('integrated development environment', 'comparison of integrated development environments', {'weight': 0.7})
('integrated development environment', 'web integrated development environment', {'weight': 0.7})
('integrated development environment', 'source code refactoring tools', {'weight': 0.7})
('integrated development environment', 'citeseer', {'weight': 0.6})
('integrated development environment', 'unix', {'weight': 0.6})
('integrated development environment', 'swf', {'weight': 0.6})
('integrated development environment', 'software development kit', {'weight': 0.7})
('integrated development environment', 'html', {'weight': 0.6})
('integrated development environment', 'button (computing)', {'weight': 0.6})
('integrated development environment', 'mac os', {'weight': 0.6})
('integrated development environment', 'bookmarklet', {'weight': 0.6})
('integrated development environment', 'microsoft windows', {'weight': 0.6})
('integrated development environment', 'java applet', {'weight': 0.6})
('integrated development environment', 'linker', {'weight': 0.7})
('integrated development environment', 'code analysis', {'weight': 0.7})
('integrated development environment', 'cortado (software)', {'weight': 0.6})
('integrated development environment', 'computer programming portal', {'weight': 0.7})
('integrated development environment', 'windows media player', {'weight': 0.6})
('integrated development environment', 'quicktime', {'weight': 0.6})
('integrated development environment', 'bug tracking', {'weight': 0.7})
('integrated development environment', 'command-line interface', {'weight': 0.6})
('integrated development environment', 'documentation generation', {'weight': 0.7})
('integrated development environment', 'application (computing)', {'weight': 0.6})
('integrated development environment', 'integrated development environments', {'weight': 0.5})
('integrated development environment', 'requirements management', {'weight': 0.7})
('integrated development environment', 'widget engine', {'weight': 0.6})
('integrated development environment', 'plug-in (computing)', {'weight': 0.6})
('integrated development environment', 'news ticker', {'weight': 0.6})
('integrated development environment', 'wyswyg', {'weight': 0.6})
('integrated development environment', 'game integrated development environment', {'weight': 0.7})
('integrated development environment', 'compiler', {'weight': 0.7})
('integrated development environment', 'revision control', {'weight': 0.7})
('integrated development environment', 'software engineering', {'weight': 0.7})
('integrated development environment', '3d modeling', {'weight': 0.6})
('integrated development environment', 'container (data structure)', {'weight': 0.6})
('integrated development environment', 'abstract window toolkit', {'weight': 0.6})
('integrated development environment', 'rapid application development', {'weight': 0.7})
('integrated development environment', 'web browser', {'weight': 0.6})
('integrated development environment', 'embedded system', {'weight': 0.6})
('integrated development environment', 'web page', {'weight': 0.6})
('integrated development environment', 'program (computing)', {'weight': 0.6})
('integrated development environment', 'application posture', {'weight': 0.6})
('integrated development environment', 'computer-aided software engineering', {'weight': 0.7})
('integrated development environment', 'mouse (computing)', {'weight': 0.6})
('gnu classpath', 'browser game', {'weight': 0.6})
('gnu classpath', 'code', {'weight': 0.6})
('gnu classpath', 'computing', {'weight': 0.6})
('gnu classpath', 'linux', {'weight': 0.6})
('gnu classpath', 'wysiwyg', {'weight': 0.6})
('gnu classpath', 'check box', {'weight': 0.6})
('gnu classpath', 'bytecode', {'weight': 0.6})
('gnu classpath', 'java servlet', {'weight': 0.6})
('gnu classpath', 'internet explorer', {'weight': 0.6})
('gnu classpath', 'html element', {'weight': 0.6})
('gnu classpath', 'java (programming language)', {'weight': 0.6})
('gnu classpath', 'open platform', {'weight': 0.6})
('gnu classpath', 'java virtual machine', {'weight': 0.6})
('gnu classpath', 'citeseer', {'weight': 0.6})
('gnu classpath', 'unix', {'weight': 0.6})
('gnu classpath', 'swf', {'weight': 0.6})
('gnu classpath', 'html', {'weight': 0.6})
('gnu classpath', 'button (computing)', {'weight': 0.6})
('gnu classpath', 'mac os', {'weight': 0.6})
('gnu classpath', 'bookmarklet', {'weight': 0.6})
('gnu classpath', 'microsoft windows', {'weight': 0.6})
('gnu classpath', 'java applet', {'weight': 0.6})
('gnu classpath', 'cortado (software)', {'weight': 0.6})
('gnu classpath', 'windows media player', {'weight': 0.6})
('gnu classpath', 'quicktime', {'weight': 0.6})
('gnu classpath', 'command-line interface', {'weight': 0.6})
('gnu classpath', 'application (computing)', {'weight': 0.6})
('gnu classpath', 'widget engine', {'weight': 0.6})
('gnu classpath', 'plug-in (computing)', {'weight': 0.6})
('gnu classpath', 'news ticker', {'weight': 0.6})
('gnu classpath', 'wyswyg', {'weight': 0.6})
('gnu classpath', '3d modeling', {'weight': 0.6})
('gnu classpath', 'container (data structure)', {'weight': 0.6})
('gnu classpath', 'abstract window toolkit', {'weight': 0.6})
('gnu classpath', 'web browser', {'weight': 0.6})
('gnu classpath', 'embedded system', {'weight': 0.6})
('gnu classpath', 'web page', {'weight': 0.6})
('gnu classpath', 'program (computing)', {'weight': 0.6})
('gnu classpath', 'application posture', {'weight': 0.6})
('gnu classpath', 'mouse (computing)', {'weight': 0.6})
('rhino (javascript engine)', 'browser game', {'weight': 0.6})
('rhino (javascript engine)', 'code', {'weight': 0.6})
('rhino (javascript engine)', 'computing', {'weight': 0.6})
('rhino (javascript engine)', 'linux', {'weight': 0.6})
('rhino (javascript engine)', 'wysiwyg', {'weight': 0.6})
('rhino (javascript engine)', 'check box', {'weight': 0.6})
('rhino (javascript engine)', 'bytecode', {'weight': 0.6})
('rhino (javascript engine)', 'java servlet', {'weight': 0.6})
('rhino (javascript engine)', 'internet explorer', {'weight': 0.6})
('rhino (javascript engine)', 'html element', {'weight': 0.6})
('rhino (javascript engine)', 'java (programming language)', {'weight': 0.6})
('rhino (javascript engine)', 'open platform', {'weight': 0.6})
('rhino (javascript engine)', 'java virtual machine', {'weight': 0.6})
('rhino (javascript engine)', 'citeseer', {'weight': 0.6})
('rhino (javascript engine)', 'unix', {'weight': 0.6})
('rhino (javascript engine)', 'swf', {'weight': 0.6})
('rhino (javascript engine)', 'html', {'weight': 0.6})
('rhino (javascript engine)', 'button (computing)', {'weight': 0.6})
('rhino (javascript engine)', 'mac os', {'weight': 0.6})
('rhino (javascript engine)', 'bookmarklet', {'weight': 0.6})
('rhino (javascript engine)', 'microsoft windows', {'weight': 0.6})
('rhino (javascript engine)', 'java applet', {'weight': 0.6})
('rhino (javascript engine)', 'cortado (software)', {'weight': 0.6})
('rhino (javascript engine)', 'windows media player', {'weight': 0.6})
('rhino (javascript engine)', 'quicktime', {'weight': 0.6})
('rhino (javascript engine)', 'command-line interface', {'weight': 0.6})
('rhino (javascript engine)', 'application (computing)', {'weight': 0.6})
('rhino (javascript engine)', 'widget engine', {'weight': 0.6})
('rhino (javascript engine)', 'plug-in (computing)', {'weight': 0.6})
('rhino (javascript engine)', 'news ticker', {'weight': 0.6})
('rhino (javascript engine)', 'wyswyg', {'weight': 0.6})
('rhino (javascript engine)', '3d modeling', {'weight': 0.6})
('rhino (javascript engine)', 'container (data structure)', {'weight': 0.6})
('rhino (javascript engine)', 'abstract window toolkit', {'weight': 0.6})
('rhino (javascript engine)', 'web browser', {'weight': 0.6})
('rhino (javascript engine)', 'embedded system', {'weight': 0.6})
('rhino (javascript engine)', 'web page', {'weight': 0.6})
('rhino (javascript engine)', 'program (computing)', {'weight': 0.6})
('rhino (javascript engine)', 'application posture', {'weight': 0.6})
('rhino (javascript engine)', 'mouse (computing)', {'weight': 0.6})
('news ticker', 'browser game', {'weight': 0.6})
('news ticker', 'code', {'weight': 0.6})
('news ticker', 'computing', {'weight': 0.6})
('news ticker', 'linux', {'weight': 0.6})
('news ticker', 'ticker tape', {'weight': 0.7})
('news ticker', 'wysiwyg', {'weight': 0.6})
('news ticker', 'check box', {'weight': 0.6})
('news ticker', 'bytecode', {'weight': 0.6})
('news ticker', 'java servlet', {'weight': 0.6})
('news ticker', 'internet explorer', {'weight': 0.6})
('news ticker', 'html element', {'weight': 0.6})
('news ticker', 'java (programming language)', {'weight': 0.6})
('news ticker', 'open platform', {'weight': 0.6})
('news ticker', 'java virtual machine', {'weight': 0.6})
('news ticker', 'unix', {'weight': 0.6})
('news ticker', 'citeseer', {'weight': 0.6})
('news ticker', 'television news', {'weight': 0.5})
('news ticker', 'swf', {'weight': 0.6})
('news ticker', 'digital media', {'weight': 0.5})
('news ticker', 'html', {'weight': 0.6})
('news ticker', 'button (computing)', {'weight': 0.6})
('news ticker', 'mac os', {'weight': 0.6})
('news ticker', 'bookmarklet', {'weight': 0.6})
('news ticker', 'television terminology', {'weight': 0.5})
('news ticker', 'microsoft windows', {'weight': 0.6})
('news ticker', 'java applet', {'weight': 0.6})
('news ticker', 'television news screen layout', {'weight': 0.7})
('news ticker', 'cortado (software)', {'weight': 0.6})
('news ticker', 'windows media player', {'weight': 0.6})
('news ticker', 'quicktime', {'weight': 0.6})
('news ticker', 'command-line interface', {'weight': 0.6})
('news ticker', 'application (computing)', {'weight': 0.6})
('news ticker', 'widget engine', {'weight': 0.6})
('news ticker', 'plug-in (computing)', {'weight': 0.6})
('news ticker', 'news ticker', {'weight': 1})
('news ticker', 'wyswyg', {'weight': 0.6})
('news ticker', '3d modeling', {'weight': 0.6})
('news ticker', 'container (data structure)', {'weight': 0.6})
('news ticker', 'abstract window toolkit', {'weight': 0.6})
('news ticker', 'web browser', {'weight': 0.6})
('news ticker', 'embedded system', {'weight': 0.6})
('news ticker', 'web page', {'weight': 0.6})
('news ticker', 'program (computing)', {'weight': 0.6})
('news ticker', 'application posture', {'weight': 0.6})
('news ticker', 'mouse (computing)', {'weight': 0.6})
('dhtml', 'browser game', {'weight': 0.6})
('dhtml', 'code', {'weight': 0.6})
('dhtml', 'computing', {'weight': 0.6})
('dhtml', 'linux', {'weight': 0.6})
('dhtml', 'wysiwyg', {'weight': 0.6})
('dhtml', 'check box', {'weight': 0.6})
('dhtml', 'bytecode', {'weight': 0.6})
('dhtml', 'java servlet', {'weight': 0.6})
('dhtml', 'internet explorer', {'weight': 0.6})
('dhtml', 'html element', {'weight': 0.6})
('dhtml', 'java (programming language)', {'weight': 0.6})
('dhtml', 'open platform', {'weight': 0.6})
('dhtml', 'java virtual machine', {'weight': 0.6})
('dhtml', 'citeseer', {'weight': 0.6})
('dhtml', 'unix', {'weight': 0.6})
('dhtml', 'swf', {'weight': 0.6})
('dhtml', 'html', {'weight': 0.6})
('dhtml', 'button (computing)', {'weight': 0.6})
('dhtml', 'mac os', {'weight': 0.6})
('dhtml', 'bookmarklet', {'weight': 0.6})
('dhtml', 'microsoft windows', {'weight': 0.6})
('dhtml', 'java applet', {'weight': 0.6})
('dhtml', 'cortado (software)', {'weight': 0.6})
('dhtml', 'windows media player', {'weight': 0.6})
('dhtml', 'quicktime', {'weight': 0.6})
('dhtml', 'command-line interface', {'weight': 0.6})
('dhtml', 'application (computing)', {'weight': 0.6})
('dhtml', 'widget engine', {'weight': 0.6})
('dhtml', 'plug-in (computing)', {'weight': 0.6})
('dhtml', 'news ticker', {'weight': 0.6})
('dhtml', 'wyswyg', {'weight': 0.6})
('dhtml', 'dynamic cascading style sheets', {'weight': 0.7})
('dhtml', '3d modeling', {'weight': 0.6})
('dhtml', 'container (data structure)', {'weight': 0.6})
('dhtml', 'abstract window toolkit', {'weight': 0.6})
('dhtml', 'dynamic web page', {'weight': 0.7})
('dhtml', 'web browser', {'weight': 0.6})
('dhtml', 'embedded system', {'weight': 0.6})
('dhtml', 'web page', {'weight': 0.6})
('dhtml', 'program (computing)', {'weight': 0.6})
('dhtml', 'application posture', {'weight': 0.6})
('dhtml', 'mouse (computing)', {'weight': 0.6})
('google earth', 'earthsat', {'weight': 0.7})
('google earth', 'orthophotomap', {'weight': 0.7})
('google earth', 'browser game', {'weight': 0.6})
('google earth', 'code', {'weight': 0.6})
('google earth', 'monster milktruck', {'weight': 0.7})
('google earth', 'computing', {'weight': 0.6})
('google earth', 'planet google', {'weight': 0.7})
('google earth', 'linux', {'weight': 0.6})
('google earth', 'wysiwyg', {'weight': 0.6})
('google earth', 'pictometry international', {'weight': 0.7})
('google earth', 'check box', {'weight': 0.6})
('google earth', 'bytecode', {'weight': 0.6})
('google earth', 'java servlet', {'weight': 0.6})
('google earth', 'microsoft virtual earth', {'weight': 0.7})
('google earth', 'internet explorer', {'weight': 0.6})
('google earth', 'internet software for linux', {'weight': 0.5})
('google earth', 'java (programming language)', {'weight': 0.6})
('google earth', 'open platform', {'weight': 0.6})
('google earth', 'java virtual machine', {'weight': 0.6})
('google earth', 'ios software', {'weight': 0.5})
('google earth', 'ikonos', {'weight': 0.7})
('google earth', 'oracle spatial and graph', {'weight': 0.7})
('google earth', 'globexplorer', {'weight': 0.7})
('google earth', 'citeseer', {'weight': 0.6})
('google earth', 'unix', {'weight': 0.6})
('google earth', '2005 software', {'weight': 0.5})
('google earth', 'swf', {'weight': 0.6})
('google earth', 'bhuvan', {'weight': 0.7})
('google earth', 'html', {'weight': 0.6})
('google earth', 'button (computing)', {'weight': 0.6})
('google earth', 'mac os', {'weight': 0.6})
('google earth', 'cnes', {'weight': 0.7})
('google earth', 'bookmarklet', {'weight': 0.6})
('google earth', 'microsoft windows', {'weight': 0.6})
('google earth', 'java applet', {'weight': 0.6})
('google earth', 'windows internet software', {'weight': 0.5})
('google earth', 'bing maps platform', {'weight': 0.7})
('google earth', 'cortado (software)', {'weight': 0.6})
('google earth', 'windows media player', {'weight': 0.6})
('google earth', 'quicktime', {'weight': 0.6})
('google earth', 'marble', {'weight': 0.7})
('google earth', 'command-line interface', {'weight': 0.6})
('google earth', 'application (computing)', {'weight': 0.6})
('google earth', 'digitalglobe', {'weight': 0.7})
('google earth', 'html element', {'weight': 0.6})
('google earth', 'widget engine', {'weight': 0.6})
('google earth', 'plug-in (computing)', {'weight': 0.6})
('google earth', 'news ticker', {'weight': 0.6})
('google earth', 'virtual globes', {'weight': 0.5})
('google earth', 'wyswyg', {'weight': 0.6})
('google earth', 'spot image', {'weight': 0.7})
('google earth', 'nasa world wind', {'weight': 0.7})
('google earth', 'remote sensing', {'weight': 0.5})
('google earth', '3d modeling', {'weight': 0.6})
('google earth', 'android (operating system) software', {'weight': 0.5})
('google earth', 'web mapping', {'weight': 0.7})
('google earth', 'software that uses qt', {'weight': 0.5})
('google earth', 'container (data structure)', {'weight': 0.6})
